"group";"ISOweek";"GSIPLS"
"00to14";"2016-W22";0
"00to14";"2016-W23";0
"00to14";"2016-W24";0
"00to14";"2016-W25";0
"00to14";"2016-W26";0
"00to14";"2016-W27";0
"00to14";"2016-W28";0
"00to14";"2016-W29";0
"00to14";"2016-W30";6.28986610306688e-05
"00to14";"2016-W31";0
"00to14";"2016-W32";0
"00to14";"2016-W33";0
"00to14";"2016-W34";0
"00to14";"2016-W35";0
"00to14";"2016-W36";0
"00to14";"2016-W37";0
"00to14";"2016-W38";0
"00to14";"2016-W39";0
"00to14";"2016-W40";0.000102870420895599
"00to14";"2016-W41";0
"00to14";"2016-W42";0
"00to14";"2016-W43";0
"00to14";"2016-W44";0
"00to14";"2016-W45";0
"00to14";"2016-W46";0.000140675718766431
"00to14";"2016-W47";0.000255399208712943
"00to14";"2016-W48";0.000714209779784545
"00to14";"2016-W49";0.00209501473136172
"00to14";"2016-W50";0.00678463396531312
"00to14";"2016-W51";0.00628497881395037
"00to14";"2016-W52";0.00654521002138977
"00to14";"2017-W01";0.00462899965796649
"00to14";"2017-W02";0.0130469224944864
"00to14";"2017-W03";0.0254254387058448
"00to14";"2017-W04";0.0301170807038227
"00to14";"2017-W05";0.0292596707450707
"00to14";"2017-W06";0.0202456529404458
"00to14";"2017-W07";0.00875616792160195
"00to14";"2017-W08";0.00599561071303123
"00to14";"2017-W09";0.00330964579179293
"00to14";"2017-W10";0.00243194909814738
"00to14";"2017-W11";0.00122476882040225
"00to14";"2017-W12";0.000991957688531146
"00to14";"2017-W13";0.000823986342219245
"00to14";"2017-W14";0.00028849116500351
"00to14";"2017-W15";0.000249477978927358
"00to14";"2017-W16";0
"00to14";"2017-W17";9.87427300498358e-05
"00to14";"2017-W18";0.000225795100206446
"00to14";"2017-W19";8.90398922909216e-05
"00to14";"2017-W20";0.000100984057626598
"00to14";"2017-W21";9.55371142971427e-05
"00to14";"2017-W22";0
"00to14";"2017-W23";0
"00to14";"2017-W24";0
"00to14";"2017-W25";0
"00to14";"2017-W26";0
"00to14";"2017-W27";0
"00to14";"2017-W28";0
"00to14";"2017-W29";0
"00to14";"2017-W30";3.47089984873246e-05
"00to14";"2017-W31";4.01270017211604e-05
"00to14";"2017-W32";0
"00to14";"2017-W33";0
"00to14";"2017-W34";0
"00to14";"2017-W35";0
"00to14";"2017-W36";0
"00to14";"2017-W37";8.35315515659237e-05
"00to14";"2017-W38";0
"00to14";"2017-W39";0
"00to14";"2017-W40";0
"00to14";"2017-W41";8.02720112390771e-05
"00to14";"2017-W42";8.56989324947798e-05
"00to14";"2017-W43";0
"00to14";"2017-W44";0.000121489592334424
"00to14";"2017-W45";0
"00to14";"2017-W46";0
"00to14";"2017-W47";0
"00to14";"2017-W48";0.000383994918452541
"00to14";"2017-W49";0.000156222659838449
"00to14";"2017-W50";0.000582570106844003
"00to14";"2017-W51";0.0031434234698624
"00to14";"2017-W52";0.00262479849747162
"00to14";"2018-W01";0.00296920685145592
"00to14";"2018-W02";0.0052637554197176
"00to14";"2018-W03";0.0194837555616342
"00to14";"2018-W04";0.039985320743043
"00to14";"2018-W05";0.066051298796557
"00to14";"2018-W06";0.0899310369049092
"00to14";"2018-W07";0.0892945526484584
"00to14";"2018-W08";0.0660366400955919
"00to14";"2018-W09";0.0630814148550073
"00to14";"2018-W10";0.0686909545094197
"00to14";"2018-W11";0.0540827300781901
"00to14";"2018-W12";0.0539231653866632
"00to14";"2018-W13";0.0211337244401584
"00to14";"2018-W14";0.00490621456518903
"00to14";"2018-W15";0.00390797286823794
"00to14";"2018-W16";0.00358886224198719
"00to14";"2018-W17";0.00149117914279807
"00to14";"2018-W18";0.000382664106504013
"00to14";"2018-W19";0.000330565548393449
"00to14";"2018-W20";0.00016966831087031
"00to14";"2018-W21";0
"00to14";"2018-W22";0
"00to14";"2018-W23";0
"00to14";"2018-W24";0
"00to14";"2018-W25";0
"00to14";"2018-W26";0
"00to14";"2018-W27";0
"00to14";"2018-W28";0
"00to14";"2018-W29";0
"00to14";"2018-W30";0
"00to14";"2018-W31";0
"00to14";"2018-W32";0
"00to14";"2018-W33";0
"00to14";"2018-W34";0
"00to14";"2018-W35";0
"00to14";"2018-W36";0
"00to14";"2018-W37";0
"00to14";"2018-W38";0
"00to14";"2018-W39";0
"00to14";"2018-W40";0
"00to14";"2018-W41";0
"00to14";"2018-W42";0
"00to14";"2018-W43";0.000117787379791739
"00to14";"2018-W44";0.000266133509570257
"00to14";"2018-W45";0.000340411761126451
"00to14";"2018-W46";0.000159326770933733
"00to14";"2018-W47";0.000218307713429699
"00to14";"2018-W48";0.00112869299309058
"00to14";"2018-W49";0.00281264371377754
"00to14";"2018-W50";0.00609909119701339
"00to14";"2018-W51";0.0150237814965781
"00to14";"2018-W52";0.0132008503170688
"00to14";"2019-W01";0.00722431379524332
"00to14";"2019-W02";0.0144276268577589
"00to14";"2019-W03";0.0448188905727993
"00to14";"2019-W04";0.06782337712224
"00to14";"2019-W05";0.138502629448864
"00to14";"2019-W06";0.17625754970114
"00to14";"2019-W07";0.135154891009538
"00to14";"2019-W08";0.061471498070715
"00to14";"2019-W09";0.0495156891294413
"00to14";"2019-W10";0.0262767069299797
"00to14";"2019-W11";0.0127415716191208
"00to14";"2019-W12";0.0101512228432493
"00to14";"2019-W13";0.00915507827599912
"00to14";"2019-W14";0.004053100089992
"00to14";"2019-W15";0.00236941294456878
"00to14";"2019-W16";0.000381813471551198
"00to14";"2019-W17";0.000260090640412747
"00to14";"2019-W18";0.000307292222133941
"00to14";"2019-W19";0.000306299622994153
"00to14";"2019-W20";0.000103202943715239
"00to14";"2019-W21";0.000188865323983884
"00to14";"2019-W22";0
"00to14";"2019-W23";6.47835496864431e-05
"00to14";"2019-W24";0
"00to14";"2019-W25";0
"00to14";"2019-W26";0.000136152688896446
"00to14";"2019-W27";0
"00to14";"2019-W28";0
"00to14";"2019-W29";0
"00to14";"2019-W30";2.74547499033582e-05
"00to14";"2019-W31";2.96491768464878e-05
"00to14";"2019-W32";0
"00to14";"2019-W33";0.000171394915398551
"00to14";"2019-W34";0
"00to14";"2019-W35";0
"00to14";"2019-W36";0
"00to14";"2019-W37";0
"00to14";"2019-W38";6.81278974666359e-05
"00to14";"2019-W39";0.000173589530803374
"00to14";"2019-W40";0
"00to14";"2019-W41";0
"00to14";"2019-W42";0
"00to14";"2019-W43";8.68074514434585e-05
"00to14";"2019-W44";8.90159055235486e-05
"00to14";"2019-W45";0.000349595492289684
"00to14";"2019-W46";0.000404637276605306
"00to14";"2019-W47";0.000399209212940574
"00to14";"2019-W48";0.00314540816707635
"00to14";"2019-W49";0.00534627094481771
"00to14";"2019-W50";0.0119587384458541
"00to14";"2019-W51";0.021125252275458
"00to14";"2019-W52";0.0143266892451032
"00to14";"2020-W01";0.00957718237296873
"00to14";"2020-W02";0.0110267564669484
"00to14";"2020-W03";0.0263796693788765
"00to14";"2020-W04";0.0466801629230368
"00to14";"2020-W05";0.0524287157757837
"00to14";"2020-W06";0.0641826805807046
"00to14";"2020-W07";0.0669075402468499
"00to14";"2020-W08";0.0545711951035265
"00to14";"2020-W09";0.0788104843847384
"00to14";"2020-W10";0.110609241875379
"00to14";"2020-W11";0.0982009941281782
"00to14";"2020-W12";0.0207777850301832
"00to14";"2020-W13";0.00134243062270041
"00to14";"2020-W14";0.000596767375068279
"00to14";"2020-W15";3.64899822559221e-05
"00to14";"2020-W16";0
"00to14";"2020-W17";4.20442042015506e-05
"00to14";"2020-W18";3.43041160757145e-05
"00to14";"2020-W19";0
"00to14";"2020-W20";0
"00to14";"2020-W21";0
"00to14";"2020-W22";0
"15to44";"2014-W27";0
"15to44";"2014-W28";0
"15to44";"2014-W29";0
"15to44";"2014-W30";0
"15to44";"2014-W31";0
"15to44";"2014-W32";0
"15to44";"2014-W33";0
"15to44";"2014-W34";0
"15to44";"2014-W35";0
"15to44";"2014-W36";0
"15to44";"2014-W37";6.56603625484811e-05
"15to44";"2014-W38";0
"15to44";"2014-W39";6.20017657259871e-05
"15to44";"2014-W40";3.25138280164271e-05
"15to44";"2014-W41";0
"15to44";"2014-W42";3.0743464853942e-05
"15to44";"2014-W43";3.20522524504691e-05
"15to44";"2014-W44";0
"15to44";"2014-W45";0
"15to44";"2014-W46";0
"15to44";"2014-W47";6.88632567511209e-05
"15to44";"2014-W48";3.96773708166745e-05
"15to44";"2014-W49";3.68199110784087e-05
"15to44";"2014-W50";0
"15to44";"2014-W51";8.89867840866591e-05
"15to44";"2014-W52";0.000113646885812507
"15to44";"2015-W01";9.22890290525532e-05
"15to44";"2015-W02";4.1991718424896e-05
"15to44";"2015-W03";0.000363926810566445
"15to44";"2015-W04";0.000192194618120344
"15to44";"2015-W05";0.000916804483873651
"15to44";"2015-W06";0.00178163267303578
"15to44";"2015-W07";0.00254521455011783
"15to44";"2015-W08";0.0034631639390713
"15to44";"2015-W09";0.00430911939882232
"15to44";"2015-W10";0.00455542827777101
"15to44";"2015-W11";0.0040846813856833
